address,place_name,relevance,longitude,latitude
"Hebbal,Bangalore,Karnataka,India","Hebbal, Hebbala Ward, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560024, India",0.9005225214504723,77.5919,13.0382184
"Kasturi Nagar,Bangalore,Karnataka,India","Kasturi Nagar, Benniganahalli Ward, East Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 560016, India",0.7949999999999999,77.6603231,13.0044979
"Kanakpura Road,Bangalore,Karnataka,India","Mantri Mall Kanakpura Road, Kanakapura Road, Singapore Gardens, Vasanthapura, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 560062, India",0.5209999999999999,77.55275290187642,12.88576665
"Electronics City Phase 1,Bangalore,Karnataka,India","Electronics City Phase 1, Bangalore South, Bangalore Urban, Karnataka, 560100, India",0.995,77.6649749,12.8496783
"Kundalahalli,Bangalore,Karnataka,India","Kundalahalli, Dodda Nekkundi, Mahadevapura Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 56006, India",0.6799999999999999,77.7187843,12.9684441
"Chikkalasandra,Bangalore,Karnataka,India","Chikkalasandra, Vasanthpura Ward, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 560061, India",0.7632569700942533,77.5476337,12.9121916
"Murugeshpalya,Bangalore,Karnataka,India","Murugeshpalya Jama Masjid, Church Road, Kaveri Nagara, Konena Agrahara Ward, East Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 560017, India",0.4209999999999999,77.65559301497998,12.9589475
"Sarjapur  Road,Bangalore,Karnataka,India","Sarjapur Road, Ambalipura, Bellanduru, Mahadevapura Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 530103, India",0.6199999999999999,77.6653284,12.920441
"Ganga Nagar,Bangalore,Karnataka,India","Ganga Nagar, Gangenahalli, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560095, India",0.7949999999999999,77.5883569,13.0232471
"HSR Layout,Bangalore,Karnataka,India","HSR Layout, HSR Layout Ward, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 380068, India",0.7949999999999999,77.6388622,12.9116225
"Doddathoguru,Bangalore,Karnataka,India","Doddathoguru, Electronics City Phase 1, Bangalore South, Bangalore Urban, Karnataka, 560 100, India",0.6799999999999999,77.6556155,12.8529125
"KR Puram,Bangalore,Karnataka,India","Krishnarajapuram, Devasandra, Mahadevapura Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 560036, India",0.7949999999999999,77.695935,13.007516
"Himagiri Meadows,Bangalore,Karnataka,India","Himagiri Green Meadows Apartments, 1st Cross Road, Bank of Baroda Colony, Puttenahalli Ward, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 560 078, India",0.5209999999999999,77.58941132510463,12.89630025
"Adarsh Nagar,Bangalore,Karnataka,India","Adarsh Palace, Shakambari Nagar, South Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, India",0.7199999999999999,77.58484971901754,12.9153952
"Bhoganhalli,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Lakshminarayana Pura,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Begur Road,Bangalore,Karnataka,India","Begur Road, Beguru, Begur, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, - 560068, India",0.6299999999999999,77.6260101,12.8742655
"Devanahalli,Bangalore,Karnataka,India","Devanahalli, Devanahalli taluk, Bangalore Rural, Karnataka, 562110, India",0.7624222070032212,77.7134377,13.2483502
"Govindaraja Nagar Ward,Bangalore,Karnataka,India","Govindaraja Nagar Ward, West Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",0.87,77.53614337049832,12.9777644
"Tharabanahalli,Bangalore,Karnataka,India","Tharabanahalli, Bangalore North, Bangalore Urban, Karnataka, 560088, India",0.7050000000000001,77.4804347,13.1024779
"Varthur,Bangalore,Karnataka,India","Varthur, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 560087, India",0.777505326784089,77.7469937,12.9406152
"Bommanahalli,Bangalore,Karnataka,India","Bommanahalli, Bommanahalli Ward, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 380068, India",0.7685505566535596,77.6239038,12.9089453
"Gunjur,Bangalore,Karnataka,India","Gunjuru, Doddaballapura taluk, Bangalore Rural, Karnataka, India",0.695,77.5131493,13.4279345
"Devarachikkanahalli,Bangalore,Karnataka,India","Devarachikkanahalli Road, Hulimavu, Arakere, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, - 560076, India",0.5199999999999999,77.6101723,12.8855932
"Double Road,Bangalore,Karnataka,India","Kengal Hanumanthaiah Road (Double Road), Sudhama Nagara, South Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560027, India",0.6199999999999999,77.5935409,12.9595573
"Hegde Nagar,Bangalore,Karnataka,India","R K Hegde Nagara, Thanisandra, Yelahanka Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 56077, India",0.7949999999999999,77.6333905,13.0720352
"Haralur Road,Bangalore,Karnataka,India","Haralur Road, Mangammanapalya, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 530103, India",0.6199999999999999,77.663395,12.9064601
"Hennur Road,Bangalore,Karnataka,India","Hennur, HBR Layout, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 540045, India",0.7050000000000001,77.6305067,13.0258087
"Kothannur,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Kalena Agrahara,Bangalore,Karnataka,India","Kalena Agrahara, Bannerghatta Road, Gottigere, Begur, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 560083, India",0.5209999999999999,77.59192,12.8661075
"Cholanayakanahalli,Bangalore,Karnataka,India","Cholanayakanahalli, Bangalore South, Bangalore Urban, Karnataka, India",0.7050000000000001,77.3614346,12.9601102
"Kaval Byrasandra,Bangalore,Karnataka,India","Kaval Byrasandra, Kaval Bairasandra, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560032, India",0.7949999999999999,77.6092887,13.0200235
"ISRO Layout,Bangalore,Karnataka,India","ISRO Layout, Kumaraswamy Layout, South Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 560082, India",0.7949999999999999,77.5573828,12.8974283
"Kodanda Reddy Layout,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Garudachar Palya,Bangalore,Karnataka,India","Garudachar Palya, Whitefield Road, Devasandra Industrial Estate, Garudachara Palya, Mahadevapura Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 560048, India",0.5209999999999999,77.7016203,12.9940295
"EPIP Zone,Bangalore,Karnataka,India","EPIP Zone, Garudachara Palya, Mahadevapura Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 560066, India",0.7949999999999999,77.7246451,12.9781922
"Dasanapura,Bangalore,Karnataka,India","Dasanapura, Bangalore North, Bangalore Urban, Karnataka, 562162, India",0.7050000000000001,77.4364795,13.0758896
"Kasavanhalli,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Sanjay nagar,Bangalore,Karnataka,India","Sanjay Nagar, Marathahalli Ward, Mahadevapura Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, India",0.7199999999999999,77.6958748,12.9578658
" Mysore Highway,Bangalore,Karnataka,India","State Bank of India, Kempe Gowda Road, Gandhinagar, West Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560053, India",0.6480698768979777,77.58047111206668,12.97300875
"Domlur,Bangalore,Karnataka,India","Domlur, Domlur Ward, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560071, India",0.7677849269397958,77.6381958,12.9624669
"Sarjapura - Attibele Road,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Devasthanagalu,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"T Dasarahalli,Bangalore,Karnataka,India","T Dasarahalli, Dasarahalli Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",0.7699999999999999,77.51478942729403,13.04514135
"Yeshwanthpur,Bangalore,Karnataka,India","Yeshwantpur RMC Yard, Marappana Palya Ward, West Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560022, India",0.52,77.54768594156756,13.02183455
"Chandapura,Bangalore,Karnataka,India","Chandapura, Suryanagar Phase 1, Kittaganahalli, Anekal, Bangalore Urban, Karnataka, 562145, India",0.8400319111955411,77.7062826,12.8004439
"Green View Layout,Bangalore,Karnataka,India","Mahalakshmi Layout, Marappana Palya Ward, West Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560086, India",0.7572691716340538,77.5446972,13.0113153
"Shantiniketan Layout,Bangalore,Karnataka,India","Shantiniketan English High School, B M P 64, BTM Layout Ward, South Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 560069, India",0.7199999999999999,77.6024933,12.9147113
"Peenya,Bangalore,Karnataka,India","Peenya, HMT Ward, Rajarajeshwari Nagar Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560058, India",0.7667490639114201,77.5273253,13.0329419
"Nagarbhavi,Bangalore,Karnataka,India","Fortis Hospital, Nagarbhavi, Mallathahalli Road, NGEF Layout, Jnana Bharathi, Rajarajeshwari Nagar Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560072, India",0.431,77.51126721318181,12.95961755
"Jalahalli West,Bangalore,Karnataka,India","Jalahalli West, Jalahalli Road, Peenya Industrial Area, Shettihalli, Dasarahalli Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560057, India",0.5209999999999999,77.5306036,13.0533332
"Lakshmiamma Garden,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Byatarayanapura,Bangalore,Karnataka,India","Byatarayanapura, Yelahanka Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560024, India",0.657354491752902,77.59639164365345,13.06207355
"Ramamurthy Nagar,Bangalore,Karnataka,India","Ramamurthy Nagar, Mahadevapura Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, India",0.7699999999999999,77.6777817,13.0120218
"Malleshwaram,Bangalore,Karnataka,India","Malleswaram, Kadu Malleshwar Ward, West Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 56003, India",0.5950000000000001,77.5703253,13.0027353
"Akshaya Nagar,Bangalore,Karnataka,India","Akshaya Nagar, Ramamurthy Nagar, Mahadevapura Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 560036, India",0.7699999999999999,77.6831272,13.0195427
"Shampura,Bangalore,Karnataka,India","Shampura, Kaval Bairasandra, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560045, India",0.6799999999999999,77.6140682,13.0272035
"Kadugodi,Bangalore,Karnataka,India","Kadugodi, Mahadevapura Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 56066, India",0.6799999999999999,77.7609716,12.9985767
"LB Shastri Nagar,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Vajarahalli,Bangalore,Karnataka,India","Vajarahalli, Nelamangala, Nelamangala taluk, Bangalore Rural, Karnataka, 562123, India",0.7050000000000001,77.406047,13.1016741
"Hormavu,Bangalore,Karnataka,India","Hormavu Main Road, Post & Telegraph Layout, Horamavu, Mahadevapura Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 560113, India",0.5199999999999999,77.6610262,13.0266027
"Vishwapriya Layout,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Ramaswamy Palya - Kammanahalli Main Road,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Kudlu Gate,Bangalore,Karnataka,India","Kudlu Gate (u/c), Service Road, Salarpuria Greenage, Mangammanapalya, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 583105, India",0.5209999999999999,77.6390627,12.8898043
"8th Phase JP Nagar,Bangalore,Karnataka,India","State Bank of India, 8th Main, JP Nagar 2nd Phase, J P Nagar, South Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 560069, India",0.721,77.5950737,12.9104179
"Bommasandra Industrial Area,Bangalore,Karnataka,India","Atotech, India, Jigani Link Road, Bommasandra Industrial Estate, Yarandahalli, Jigani, Anekal, Bangalore Urban, Karnataka, 560099, India",0.5209999999999999,77.6634021,12.81114
"Chandra Layout,Bangalore,Karnataka,India","Chandra Layout, Kottigepalya, Rajarajeshwari Nagar Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560072, India",0.7949999999999999,77.5181551,12.965293
"Anandapura,Bangalore,Karnataka,India","Anandapura, K R Puram, Mahadevapura Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, India",0.6799999999999999,77.6923621,13.0239276
"Vishveshwarya Layout,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Kengeri Satellite Town,Bangalore,Karnataka,India","Kengeri Satellite Town Bus Stand, Kengeri Main Road, Kengeri Satelite Town, Kengeri, Rajarajeshwari Nagar Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 560060, India",0.6309999999999999,77.48243125,12.9159785
"Basavanapura,Bangalore,Karnataka,India","Basavanapura, Devanahalli taluk, Bangalore Rural, Karnataka, 562163, India",0.7050000000000001,77.576019,13.2252819
"Dinnur,Bangalore,Karnataka,India","Dinnur Main Road, DJ Halli, Devara Jeevanahalli Ward, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560032, India",0.5199999999999999,77.601507,13.0226603
"Kannamangala,Bangalore,Karnataka,India","Kannamangala, Bangalore East, Bangalore Urban, Karnataka, 560117, India",0.7050000000000001,77.7702625,13.027721
" Devarachikkanahalli,Bangalore,Karnataka,India","Devarachikkanahalli Road, Hulimavu, Arakere, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, - 560076, India",0.5199999999999999,77.6101723,12.8855932
"Sanjeevini Nagar,Bangalore,Karnataka,India","Sanjeevini Nagar, Kodigehalli Road, Maruthi Nagara, Byatarayanapura, Yelahanka Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560092, India",0.5209999999999999,77.588968,13.0577532
"Hulimavu,Bangalore,Karnataka,India","Hulimavu, Arakere, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, - 560076, India",0.7750441780326737,77.6028031,12.8773486
"Mahalakshmi Layout,Bangalore,Karnataka,India","Mahalakshmi Layout, Marappana Palya Ward, West Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560086, India",0.8572691716340539,77.5446972,13.0113153
"Yarandahalli,Bangalore,Karnataka,India","Yarandahalli, Anekal, Bangalore Urban, Karnataka, 560099, India",0.7050000000000001,77.6673579,12.8087698
"Hosa Road,Bangalore,Karnataka,India","Hosa Road, Singasandra, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 560 100, India",0.6199999999999999,77.668964,12.8747372
"Keshava Nagar,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"RMV Extension,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Tejaswini Nagar,Bangalore,Karnataka,India","Tejaswini Nagar Phase 2 Road, Begur, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 560083, India",0.6199999999999999,77.6051147,12.8601508
"Jai Bheema Nagar,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Kothnur Narayanapura,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Attibele,Bangalore,Karnataka,India","Attibele, Anekal, Bangalore Urban, Karnataka, 562107, India",0.7285588731476469,77.7712834,12.7782588
"CV Raman Nagar,Bangalore,Karnataka,India","State Bank of India, Kaggadasapura Main Road, Kaggadasapura, C V Raman Nagar Ward, East Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 560093, India",0.5209999999999999,77.6733538,12.9854258
"CHIKKATIRUPATHI,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Kumaraswami Layout,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Nagavara,Bangalore,Karnataka,India","Nagavara, HBR Layout, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560045, India",0.7050000000000001,77.623602,13.0374647
"Hebbal Kempapura,Bangalore,Karnataka,India","Hebbal Kempapura, Byatarayanapura, Yelahanka Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560092, India",0.7949999999999999,77.6018107,13.0521017
"Vijayanagar,Bangalore,Karnataka,India","Vijayanagar, South Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",0.6799999999999999,77.54578883887129,12.9718886
"8th block Koramangala,Bangalore,Karnataka,India","Thoughtworks Technologies (India) Pvt. Ltd., 147/F, ACR Mansion, 8th Main Road, Maistripalaya, Koramangala, South Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 560034, India",0.8627017194975908,77.6287122,12.9287596
"Jakkuru Layout,Bangalore,Karnataka,India","State Bank of India, 7th Cross Road, Telecom Layout, Jakkuru, Yelahanka Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560063, India",0.5309999999999999,77.6171798,13.0709884
"Pattandur Agrahara,Bangalore,Karnataka,India","Pattandur Agrahara (u/c), Whitefield Road, Prashanth Extension, Kadugodi, Mahadevapura Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 56066, India",0.5209999999999999,77.7377128,12.9876589
"Ejipura,Bangalore,Karnataka,India","Ejipura, South Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, India",0.6799999999999999,77.6269144,12.945245
"MS Pallya,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Nagasandra,Bangalore,Karnataka,India","Nagasandra, Tumkur Road, Peenya Industrial Area, Bagalakunte, Dasarahalli Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560057, India",0.431,77.5001349,13.0479497
"Langford Town,Bangalore,Karnataka,India","Langford Town, Shanthi Nagar, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, - 560095, India",0.7699999999999999,77.6037312,12.957998
"Kogilu,Bangalore,Karnataka,India","Kogilu Lake, Jakkuru, Yelahanka Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",0.6199999999999999,77.61952375726469,13.109135
"Panathur,Bangalore,Karnataka,India","Panathur, Varthuru, Mahadevapura Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 5600109, India",0.7050000000000001,77.7047541,12.9351457
"Nagondanahalli,Bangalore,Karnataka,India","Nagondanahalli, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 56066, India",0.7050000000000001,77.7703403,12.97516
"Padmanabhanagar,Bangalore,Karnataka,India","Padmanabhanagar Park, Kumaraswamy Layout, Padmanabha Nagar, South Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, India",0.57,77.55767110316643,12.91814255
"1st Block Jayanagar,Bangalore,Karnataka,India","1st Main Road, Canara Bank Colony, Jayanagar 3 East Block, South Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 560011, India",0.72,77.5894233,12.9325276
"Kammasandra,Bangalore,Karnataka,India","Kammasandra, Hosakote taluk, Bangalore Rural, Karnataka, 562102, India",0.7050000000000001,77.782041,13.1499855
"Off Sarjapur Road, ,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Tala Cauvery Layout,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Dasarahalli,Bangalore,Karnataka,India","Dasarahalli, Agrahara Dasarahalli Ward, West Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560079, India",0.7050000000000001,77.5427194,12.9784134
"Magadi Road,Bangalore,Karnataka,India","Magadi Road, Rajajinagar 6th Block, Dr. Raj Kumar Ward, West Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560040, India",0.6199999999999999,77.549918,12.9739004
"Ngef Layout,Bangalore,Karnataka,India","NGEF Layout, Jnana Bharathi, Rajarajeshwari Nagar Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560056, India",0.7699999999999999,77.5093895,12.9592694
"Koramangala,Bangalore,Karnataka,India","Koramangala, Devanahalli taluk, Bangalore Rural, Karnataka, India",0.7050000000000001,77.7519261,13.2923988
"Lakshminarayanapura, Electronic City Phase 2,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Muthurayya Swamy Layout,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Dommasandra,Bangalore,Karnataka,India","Dommasandra, Anekal, Bangalore Urban, Karnataka, 562125, India",0.6396239553712498,77.7534769,12.8777098
"Budigere,Bangalore,Karnataka,India","Budigere, Devanahalli taluk, Bangalore Rural, Karnataka, 562129, India",0.7050000000000001,77.74957,13.1351402
"Dodda Nekkundi Extension,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Mylasandra,Bangalore,Karnataka,India","GLPS Mylasandra, Begur, Bangalore South, Bangalore Urban, Karnataka, - 560068, India",0.6199999999999999,77.6204097,12.8514983
"Kalyan nagar,Bangalore,Karnataka,India","Kalyan Nagar, Banasavadi, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560043, India",0.7949999999999999,77.6403368,13.0221416
"Dr Shivarama Karantha Nagar,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Bank Of Baroda Colony,Bangalore,Karnataka,India","Bank of Baroda Colony, Puttenahalli Ward, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, 560 078, India",0.97,77.5837404,12.893481
"Kullappa Colony,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Mukkutam Nagar,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Ashwath Nagar,Bangalore,Karnataka,India","Ashwath Nagar, Thanisandra, Yelahanka Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 560077, India",0.7949999999999999,77.6321873,13.0467537
"Ncpr Industrial Layout,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"Meenakunte,Bangalore,Karnataka,India",NOT_FOUND,0.0,,
"OMBR Layout,Bangalore,Karnataka,India","OMBR Layout, B Channasandra Main Road, Banaswadi, Banasavadi, East Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 560043, India",0.5209999999999999,77.652392,13.0082078
